Hours_Studied,Grades
3.745401188473625,29.61551094703439
9.50714306409916,50.8589935269453
7.319939418114051,48.500686345600066
5.986584841970366,42.98585293627095
1.5601864044243652,20.599884261777028
1.5599452033620265,23.20362964458324
0.5808361216819946,17.073791381154493
8.661761457749352,55.604707684888936
6.011150117432088,39.704922029867205
7.080725777960454,37.09882422222231
0.20584494295802447,13.17731581045305
9.699098521619943,59.533931043915274
8.324426408004218,52.98002622599795
2.1233911067827616,14.233212654812263
1.8182496720710062,13.68596565831372
1.8340450985343382,24.43598975933621
3.0424224295953772,25.01433637869361
5.247564316322379,39.64532506847502
4.319450186421157,31.738842812758094
2.9122914019804194,24.710237707380823
6.118528947223795,45.28406376599896
1.3949386065204183,14.394469391515221
2.9214464853521815,25.087836311465825
3.663618432936917,26.006715721159374
4.56069984217036,30.631018073690218
7.851759613930136,47.712937452307486
1.9967378215835974,21.094357966086555
5.142344384136116,33.317978812363194
5.924145688620425,45.89950907096973
0.46450412719997725,7.849484124902367
6.075448519014383,39.44288437426513
1.7052412368729153,16.3275508929937
0.6505159298527952,20.48746907103264
9.488855372533333,58.42705074522454
9.656320330745594,63.44082435107114
8.08397348116461,42.992065540638194
3.0461376917337066,26.565939788014827
0.9767211400638387,19.331759678436377
6.842330265121569,44.62307127198497
4.4015249373960135,37.33502656230682
1.2203823484477883,13.515469491737079
4.951769101112702,41.805582706491414
0.34388521115218396,23.21391667385717
9.093204020787821,53.651827301740816
2.587799816000169,20.711486472996988
6.62522284353982,50.3930366032876
3.1171107608941098,33.48341453312411
5.200680211778108,33.3891009231242
5.4671027934327965,35.234579881684695
1.8485445552552704,17.833799731973816
9.695846277645586,51.75697883305654
7.7513282336111455,44.16338143563474
9.394989415641891,51.95424324444912
8.948273504276488,50.9023796958618
5.978999788110851,39.72157450362035
9.218742350231167,57.26478541383844
0.884925020519195,22.17712756666636
1.959828624191452,14.807372917263306
0.45227288910538066,17.182976437909822
3.2533033076326436,25.19657231703567
3.8867728968948203,29.186545936211935
2.713490317738959,26.941549049527815
8.287375091519294,45.823265349784975
3.567533266935893,29.74971506559972
2.8093450968738076,24.878986525434318
5.426960831582485,39.59706047795317
1.4092422497476265,18.49205446827722
8.021969807540398,62.38634973725647
0.7455064367977082,10.53883226273196
9.868869366005173,56.68936205501677
7.722447692966574,45.49653583270905
1.987156815341724,17.158398480907348
0.05522117123602399,7.0891702196475315
8.154614284548341,56.71815407827947
7.068573438476172,52.445388432330134
7.2900716804098735,43.596626933301984
7.712703466859457,44.40173946877614
0.7404465173409036,16.059310368636538
3.5846572854427263,25.162171205808775
1.1586905952512971,18.95811206503404
8.631034258755935,54.16978639803617
6.232981268275579,33.58618576639174
3.308980248526492,34.28242724928277
0.6355835028602363,22.15730587977879
3.109823217156622,22.48517263336118
3.2518332202674705,24.32065830165743
7.29606178338064,47.90963587052772
6.3755747135521315,43.55015751769579
8.872127425763265,57.65335849218048
4.722149251619493,43.66176895192921
1.195942459383017,15.094976159444839
7.13244787222995,41.67075313845748
7.607850486168974,41.14265629077223
5.612771975694963,34.40920967876522
7.70967179954561,48.38272413335907
4.937955963643907,43.662569135808475
5.227328293819941,33.54858497391884
4.275410183585496,32.49599067612197
0.2541912674409519,11.188841856841
1.0789142699330445,21.336537716905642
0.3142918568673425,24.20612141370482
6.364104112637804,39.16617669858742
3.143559810763267,23.270601841225226
5.085706911647028,40.6493389435805
9.07566473926093,58.7877811444362
2.4929222914887497,31.698148086123915
4.103829230356297,33.4387870784113
7.555511385430487,45.981096473217136
2.2879816549162246,24.393182428042667
0.7697990982879299,19.39251339435419
2.8975145291376805,28.589983551675225
1.6122128725400442,20.59743451823671
9.29697652342573,61.818256065074415
8.08120379564417,56.25249693044921
6.334037565104235,48.58098278070881
8.714605901877178,56.8165789473341
8.036720768991145,49.34801344337146
1.8657005888603584,20.062071376468406
8.925589984899778,60.66049475704068
5.393422419156507,32.88243374084636
8.074401551640625,52.21537430256763
8.960912999234932,52.83787093453786
3.1800347497186388,26.04389786326728
1.1005192452767676,21.894855539420334
2.279351625419417,22.3522534671966
4.271077886262563,31.58757217209356
8.18014765922493,44.101457591225056
8.607305832563434,56.76779699295327
0.06952130531190703,13.57502743226491
5.107473025775658,46.35363874540559
4.17411003148779,29.331658982673943
2.2210781047073027,22.201142161856207
1.198653673336828,17.240186785237917
3.3761517140362796,34.76802496899877
9.429097039125192,56.66900753369121
3.2320293202075523,27.55525422988946
5.187906217433661,38.979013635751
7.030189588951778,46.083993560540684
3.63629602379294,25.949312046212057
9.717820827209607,59.55955410053957
9.624472949421111,63.49052349640442
2.5178229582536416,17.45653829421291
4.972485058923855,35.527273665353654
3.0087830981676964,21.54331141614262
2.848404943774676,30.217257863497593
0.36886947354532795,4.2284128438077655
6.095643339798968,37.6836074626369
5.026790232288615,37.02001053676568
0.5147875124998935,20.40155770867117
2.7864646423661146,23.603571906465632
9.082658859666537,52.637296664866696
2.395618906669724,31.38387988055157
1.448948720912231,10.004674102479935
4.89452760277563,23.478608230777745
9.856504541106007,61.4825949557967
2.4205527151150044,19.592492453811964
6.721355474058786,38.50061328464036
7.616196153287175,51.62276300293264
2.3763754399239967,23.10088076847598
7.282163486118596,43.59042427690934
3.677831327192532,21.98763464260819
6.3230583059357945,45.97757817107969
6.335297107608947,44.92749142783804
5.357746840747585,36.29285488484101
0.902897700544083,23.747673482958746
8.35302495589238,46.414700947831136
3.2078006497173583,18.411377393963097
1.8651851039985423,15.86638517058649
0.40775141554763916,11.810826995960708
5.908929431882418,40.76134440602555
6.775643618422825,42.67203780283248
0.16587828927856152,12.589668428964291
5.12093058299281,29.34695579401183
2.2649577519793795,28.543611780263195
6.451727904094499,41.84788362850965
1.7436642900499144,24.30480060819021
6.90937738102466,46.26051363701182
3.867353463005374,31.620533410795787
9.367299887367345,59.68533583799774
1.3752094414599325,19.114590007386237
3.410663510502585,30.266931351850644
1.1347352124058907,22.31943871269161
9.246936182785628,57.21728676243549
8.77339353380981,57.411986456991606
2.579416277151556,22.448402914321647
6.59984046034179,50.19978837895631
8.172222002012159,47.47914849976445
